book;part;head;auth;Prob_1;Prob_2;text
1;2;16;NOT Krukov;0.5197912118252214;0.48020878817477863;Сотник Евгений Листницкий служил в лейб-гвардии Ат
1;2;17;NOT Krukov;0.5321493886680758;0.4678506113319242;На четвертой неделе поста сдала зима. На Дону бахр
1;2;18;Krukov;0.4366310793755137;0.5633689206244863;У Штокмана стали собираться реже. Подходила весна.
1;2;19;NOT Krukov;0.6379311482762169;0.36206885172378317;Григорий вернулся из Миллерова, куда отвозил Евген
1;2;20;NOT Krukov;0.5360611628838223;0.4639388371161776;У соседки Коршуновых Пелагеи в ночь под субботу на
1;2;21;NOT Krukov;0.6718814466599182;0.3281185533400818;Степан подошел к Григорию и, ухватившись за стремя
1;2;22;Krukov;0.4999773923338048;0.5000226076661952;На шестом месяце, когда скрывать беременность было
1;2;23;Krukov;0.43031792666525304;0.569682073334747;К просторному суходолу наростом прилипло имение Ли
1;3;1;NOT Krukov;0.5041677087964835;0.4958322912035165;В марте 1914 года в ростепельный веселый день приш
1;3;2;Krukov;0.4945278147876274;0.5054721852123726;Где-то позади, в сером слизистом тумане осталась д
1;3;3;NOT Krukov;0.5042829735512397;0.4957170264487602;Над степью — желтый солнечный зной. Желтой пылью д
1;3;4;Krukov;0.47944471752000073;0.5205552824799993;На площади серая густела толпа. В рядах — лошади, 
1;3;5;Krukov;0.36044525700839025;0.6395547429916097;В последних числах июня полк выступил на маневры. 
1;3;6;Krukov;0.44981326370995345;0.5501867362900466;Казаки-второочередники с хутора Татарского и окрес
1;3;7;Krukov;0.41696085932077354;0.5830391406792265;Обычно из верховских станиц Донецкого округа — Ела
1;3;8;NOT Krukov;0.6557261785434343;0.34427382145656577;В местечке Торжок полк разбили по сотням. Шестая с
1;3;9;Krukov;0.22785775912509298;0.772142240874907;Из этого после сделали подвиг. Крючков, любимец ко
1;3;10;Krukov;0.345927383929703;0.654072616070297;Фронт еще не улегся многоверстной неподатливой гад
1;3;11;Krukov;0.2957506136259702;0.7042493863740298;Небольшая в сафьяновом, цвета под дуб, переплете з
1;3;12;NOT Krukov;0.6068138887289765;0.39318611127102354;11-я кавалерийская дивизия после занятия Лешнюва с
1;3;13;Krukov;0.4454569256650618;0.5545430743349382;Операция по захвату города началась рано утром. Пе
1;3;14;Krukov;0.22670603918381382;0.7732939608161862;В первых числах августа сотник Евгений Листницкий 
1;3;15;Krukov;0.33352419626509844;0.6664758037349016;Дивизия получила задание форсировать реку Стырь и 
1;3;16;Krukov;0.383224479555588;0.616775520444412;Вместе со второй очередью ушла и третья. Станицы, 
1;3;17;Krukov;0.4324453102261674;0.5675546897738326;Мелеховы на двенадцатый день после известия о смер
1;3;18;Krukov;0.4320665342954594;0.5679334657045406;Выметываясь из русла, разбивается жизнь на множест
1;3;19;Krukov;0.4208694332531191;0.5791305667468809;Война и из Ягодного повыдергала людей. Ушли Вениам
1;3;20;NOT Krukov;0.5319766028434546;0.4680233971565454;Ярко, до слепящей боли, вспомнилась Григорию та но
1;3;21;Krukov;0.4014325236083195;0.5985674763916805;Вагон мягко покачивает, перестук колес убаюкивающе
1;3;22;Krukov;0.4036176579585796;0.5963823420414204;На Юго-Западном фронте в районе Шевеля командовани
1;3;23;Krukov;0.4221369808604849;0.5778630191395151;К глазной лечебнице доктора Снегирева примыкал мал
1;3;24;NOT Krukov;0.5449412666011881;0.45505873339881187;В ночь на 4 ноября Григорий Мелехов пришел в Нижне
2;1;1;Krukov;0.4424578229654117;0.5575421770345883;Тысяча девятьсот шестнадцатый год. Октябрь. Ночь. 
2;2;2;Krukov;0.23771186562934266;0.7622881343706573;На другой день утром смущенный вахмистр вошел в зе
2;3;3;Krukov;0.36847675048986184;0.6315232495101382;На Владимиро-Волынском и Ковельском направлениях, 
2;4;4;Krukov;0.41477862142636035;0.5852213785736397;Верст на сорок ниже по Стоходу шли бои. Две недели
2;5;5;NOT Krukov;0.6209806156236628;0.3790193843763372;Сбочь хутора Татарского, по небу, изморщенному сед
2;6;6;Krukov;0.4530147487904512;0.5469852512095488;В ноябре в обним жали морозы. Ранний перепадал сне
2;7;7;Krukov;0.39891068230267734;0.6010893176973227;Маленькими смуглыми руками, покрытыми редким глянц
2;8;8;Krukov;0.3005548713101234;0.6994451286898766;Первую бригаду одной из пехотных дивизий, находивш
2;9;9;Krukov;0.3937030232641979;0.6062969767358021;Через сутки полк был уже неподалеку от фронта. На 
2;10;10;Krukov;0.23085304780049276;0.7691469521995072;По возвращении из отпуска есаул Евгений Листницкий
2;11;11;Krukov;0.18932626512353057;0.8106737348764694;Назначение генерала Корнилова главнокомандующим Юг
2;12;12;Krukov;0.4456199196183691;0.5543800803816309;В сотне Листницкого был казак Букановской станицы 
2;13;13;Krukov;0.2806103362167973;0.7193896637832027;6 августа начальник штаба верховного главнокоманду
2;14;14;Krukov;0.18378705288921893;0.8162129471107811;За день до приезда Корнилова в Москву есаул Листни
2;15;15;Krukov;0.26068871026893614;0.7393112897310639;В версте от развалин местечка, стертого орудийным 
2;16;16;Krukov;0.32683869828203005;0.67316130171797;Уже 29 августа из телеграмм, получаемых от Крымова
2;17;17;Krukov;0.3473057371674618;0.6526942628325382;Кинутые на Петроград части 3-го конного корпуса и 
2;18;18;Krukov;0.2974565682683984;0.7025434317316016;31 августа в Петрограде застрелился вызванный туда
2;19;19;Krukov;0.3664739842438738;0.6335260157561262;В последних числах октября, рано утром, есаул Лист
2;20;20;Krukov;0.1957572115654812;0.8042427884345188;Теплилась осень. Перепадали дожди. Над Быховом ред
2;21;21;Krukov;0.3202886194490452;0.6797113805509548;Полк отступал вторые сутки. Медленно, с боями, но 
2;22;22;NOT Krukov;0.6020964290347556;0.3979035709652444;Полая вода только что начала сбывать. На лугу, око
2;23;23;Krukov;0.4237616879681968;0.5762383120318032;После ухода Кошевого казаки сидели некоторое время
2;24;24;Krukov;0.4432170339153261;0.5567829660846739;В Каргинскую приехали перед вечером. В станице уже
2;25;25;NOT Krukov;0.6382464483406873;0.3617535516593126;Номерным у Бунчука был казак с хутора Татарского М
2;26;26;Krukov;0.4668205485790028;0.5331794514209972;Эти дни он жил, как в тифозном бреду. Ходил, делал
2;27;27;NOT Krukov;0.6227519380974516;0.3772480619025484;Несколько дней экспедиция шла в глубь Донецкого ок
2;28;28;Krukov;0.3046357145549462;0.6953642854450538;На западе густели тучи. Темнело. Где-то далеко-дал
2;29;29;NOT Krukov;0.5350510381819835;0.46494896181801654;В ночь эту, обрызганную молочным светом бледно-жел
2;30;30;NOT Krukov;0.5928692364465766;0.40713076355342337;Отряд татарских казаков под командой хорунжего Пет
2;31;31;Krukov;0.4739635637512738;0.5260364362487262;Мишка Кошевой и Валет только на вторую ночь вышли 
3;1;1;Krukov;0.36580388507546824;0.6341961149245318;"Как ты, батюшка, славный тихий Дон,
Ты кормилец на"
3;2;2;NOT Krukov;0.5944280332205116;0.40557196677948837;С Дона через Украину катились красные составы ваго
3;3;3;NOT Krukov;0.7116344622317998;0.2883655377682001;Неделю отдыхал Мишка, целые дни проводя в седле. С
3;4;4;Krukov;0.11799694966858965;0.8820030503314104;15 мая атаман Всевеликого войска Донского Краснов,
3;5;5;NOT Krukov;0.5198373926884794;0.48016260731152066;Во время ледяного похода 60 Евгений Листницкий был
3;6;6;NOT Krukov;0.5089547608254303;0.4910452391745697;Вызрел ковыль. Степь на многие версты оделась колы
3;7;7;NOT Krukov;0.607000256512925;0.392999743487075;По линии Филоново — Поворино выравнивался фронт. К
3;8;8;Krukov;0.47912893937524825;0.5208710606247517;Неподалеку от станицы Дурновской Вешенский полк в 
3;9;9;NOT Krukov;0.6295133055559436;0.3704866944440564;И после, когда полк вступил в полосу непрерывных б
3;10;10;Krukov;0.38117333323389024;0.6188266667661098;Цепь дней. Звено, вкованное в звено. Переходы, бои
3;11;11;Krukov;0.11469013866537558;0.8853098613346244;В конце ноября в Новочеркасске стало известно о пр
3;12;12;Krukov;0.34625138352686846;0.6537486164731315;Враждебность, незримой бороздой разделившая офицер
3;13;13;NOT Krukov;0.6422504197194554;0.35774958028054465;Пугающие тишиной, короткие дни под исход казались 
3;14;14;Krukov;0.32840728817235576;0.6715927118276442;В Вешенской на заборах трепыхались фоминские прика
3;15;15;NOT Krukov;0.660541452937176;0.3394585470628239;Решение не отступать вновь вернуло в глазах Пантел
3;16;16;NOT Krukov;0.7035060566213116;0.29649394337868834;Далеко за Доном — время перевалило уже за обед — п
3;17;17;NOT Krukov;0.6612820041650799;0.3387179958349201;В полдень через хутор спешным маршем прошел 6-й Мц
3;18;18;Krukov;0.49398818896835706;0.5060118110316429;Фронт прошел. Отгремели боевые деньки. В последний
3;19;19;NOT Krukov;0.6365969892683836;0.36340301073161646;Казакует по родимой степи восточный ветер. Лога по
3;20;20;NOT Krukov;0.6275614000975067;0.37243859990249334;В конце января Иван Алексеевич выехал в Вешенскую 
3;21;21;NOT Krukov;0.5643260881515164;0.43567391184848364;Снег падал и таял на лету. В полдень в ярах с глух
3;22;22;NOT Krukov;0.6635121695729219;0.3364878304270781;Вокруг хуторского ревкома сгруппировалось нескольк
3;23;23;NOT Krukov;0.5524799834100216;0.4475200165899785;Петро только что наметал скотине и вошел в курень,
3;24;24;NOT Krukov;0.5702800454428978;0.42971995455710216;Из глубоких затишных омутов сваливается Дон на рос
3;25;25;NOT Krukov;0.5777315508950973;0.42226844910490274;Кошевой, задумчиво похлопывая плеткой по голенищу,
3;26;26;NOT Krukov;0.6379371163521517;0.3620628836478483;Григория заставили из Боковской ехать в Чернышевск
3;27;27;NOT Krukov;0.6501767100212203;0.3498232899787797;На второй день после приезда с Сингина Кошевой отп
3;28;28;NOT Krukov;0.6768827610201877;0.32311723897981226;В кизячнике густо пахнет сухим навозом, выпревшей 
3;29;29;NOT Krukov;0.5149081021695863;0.48509189783041373;На рассвете, измученный, Кошевой въехал в хутор Бо
3;30;30;NOT Krukov;0.5080815399255765;0.4919184600744235;В Татарском в день приезда Григория уже сформирова
3;31;31;Krukov;0.48233073311900754;0.5176692668809925;В Вешенской к красному кирпичному зданию исполкома
3;32;32;Krukov;0.32216485662665717;0.6778351433733428;Из-за Дона, с верховьев, со всех краев шли вести о
3;33;33;NOT Krukov;0.5889463585456998;0.41105364145430023;Григорий с полусотней потрепал обоз первого разряд
3;34;34;NOT Krukov;0.5124381874744751;0.4875618125255249;На заре разведка, посланная к Красному яру, вернул
3;35;35;Krukov;0.48982961732601116;0.5101703826739888;Приказом командующего объединенными повстанческими
3;36;36;NOT Krukov;0.5095042795380216;0.4904957204619785;Из Каргинской Григорий повел на Боковскую уже три 
3;37;37;NOT Krukov;0.5612075467467653;0.4387924532532347;Весна отворяла жилы рек. Ядренее становились дни, 
3;38;38;NOT Krukov;0.5663418260717928;0.43365817392820716;Полой водой взбугрилось и разлилось восстание, зат
3;39;39;NOT Krukov;0.663907985577211;0.3360920144227891;После бегства из Татарского Штокман, Кошевой, Иван
4;1;1;NOT Krukov;0.5535716311413073;0.4464283688586927;Верхнедонское восстание, оттянувшее с Южного фронт
4;2;2;Krukov;0.47135532965640636;0.5286446703435936;В эту ночь около хутора Малого Громчонка полк крас
4;3;3;NOT Krukov;0.6632517472126349;0.33674825278736514;Поздно ночью Григорий пришел из штаба на квартиру.
4;4;4;NOT Krukov;0.6489196257231725;0.3510803742768275;Каждый день Ильинична просыпалась чуть свет, доила
4;5;5;Krukov;0.4848818665317206;0.5151181334682794;Под командованием генерала Секретева трехтысячная 
4;6;6;NOT Krukov;0.6873335360289635;0.3126664639710365;Тотчас же, как только в Вешенской стало известно о
4;7;7;NOT Krukov;0.6022838643869388;0.39771613561306124;Генерала Секретева, приехавшего в Вешенскую со шта
4;8;8;NOT Krukov;0.6840090809111081;0.3159909190888918;Темны июньские ночи на Дону. На аспидно-черном неб
4;9;9;Krukov;0.4394892498376789;0.5605107501623211;Бой шел на подступах к станице Усть-Медведицкой. Г
4;10;10;NOT Krukov;0.6095724729240818;0.3904275270759182;"На рассвете его разбудил Копылов.
— Вставай, пора "
4;11;11;Krukov;0.40526585984192287;0.5947341401580771;Казачьи сотни четвертый раз вставали из неглубоких
4;12;12;NOT Krukov;0.6009665622636957;0.3990334377363043;Дня через три после отъезда Григория явился в хуто
4;13;13;NOT Krukov;0.6276714519458833;0.3723285480541167;Удивительно, как изменилась жизнь в семье Мелеховы
4;14;14;Krukov;0.4344091040949567;0.5655908959050433;На другой день вернулись с поля косари. Пантелей П
4;15;15;Krukov;0.4726278943610931;0.5273721056389069;Стремительно преследуя отступавшего от Усть-Медвед
4;16;16;NOT Krukov;0.6979214806111813;0.30207851938881874;Несколько дней после разговора с Дарьей Наталья жи
4;17;17;NOT Krukov;0.7113554958106072;0.28864450418939275;Многое передумал и вспомнил Григорий за двое суток
4;18;18;NOT Krukov;0.6237834402030239;0.3762165597969761;Григорий страдал не только потому, что он по-своем
4;19;19;Krukov;0.4468529620246653;0.5531470379753347;Небо заволокло тучами. Накрапывал мелкий, будто ск
4;20;20;Krukov;0.2534833157771069;0.7465166842228931;Донская армия, выйдя за границу Хоперского округа,
4;21;21;NOT Krukov;0.6466434449954122;0.3533565550045878;Мелеховская семья за один год убавилась наполовину
4;22;22;NOT Krukov;0.5432548555869352;0.45674514441306474;Четырнадцать изловленных дезертиров ждали суда. Су
4;23;23;Krukov;0.19064556625992302;0.809354433740077;17 сентября части ударной группы Шорина, сделав тр
4;24;24;NOT Krukov;0.5763933227622811;0.42360667723771894;Две с половиной недели Пантелей Прокофьевич благоп
4;25;25;NOT Krukov;0.7802095512757284;0.2197904487242716;Через месяц Григорий выздоровел. Впервые поднялся 
4;26;26;NOT Krukov;0.7159749017772234;0.28402509822277655;— Ну, война кончилась! Пихнули нас красные так, чт
4;27;27;NOT Krukov;0.5676233524097657;0.4323766475902343;Дни потянулись серые и безрадостные. Оставив Аксин
4;28;28;NOT Krukov;0.5538314804129794;0.4461685195870206;За всю дорогу до самой станицы Абинской Григорию з
4;29;29;NOT Krukov;0.5012700824353873;0.49872991756461266;Соленый, густой, холодный ветер дул с моря. Запах 
