book;part;head;auth;Prob_1;Prob_2;text
3;26;26;Sholokhov;0.29637599892687694;0.7036240010731231;Григория заставили из Боковской ехать в Чернышевск
3;27;27;Sholokhov;0.38162855571337906;0.6183714442866209;На второй день после приезда с Сингина Кошевой отп
3;28;28;Sholokhov;0.4417321046440833;0.5582678953559167;В кизячнике густо пахнет сухим навозом, выпревшей 
3;29;29;NOT Sholokhov;0.5409330549946396;0.45906694500536044;На рассвете, измученный, Кошевой въехал в хутор Бо
3;30;30;NOT Sholokhov;0.5112834693739161;0.4887165306260839;В Татарском в день приезда Григория уже сформирова
3;31;31;Sholokhov;0.4585098145746491;0.5414901854253509;В Вешенской к красному кирпичному зданию исполкома
3;32;32;NOT Sholokhov;0.6751540194984171;0.3248459805015829;Из-за Дона, с верховьев, со всех краев шли вести о
3;33;33;Sholokhov;0.4077893325436315;0.5922106674563685;Григорий с полусотней потрепал обоз первого разряд
3;34;34;Sholokhov;0.4169739710857102;0.5830260289142898;На заре разведка, посланная к Красному яру, вернул
3;35;35;Sholokhov;0.4874077205019627;0.5125922794980373;Приказом командующего объединенными повстанческими
3;36;36;NOT Sholokhov;0.5494159580307434;0.45058404196925655;Из Каргинской Григорий повел на Боковскую уже три 
3;37;37;Sholokhov;0.48795795723306046;0.5120420427669395;Весна отворяла жилы рек. Ядренее становились дни, 
3;38;38;NOT Sholokhov;0.5296249815065357;0.4703750184934643;Полой водой взбугрилось и разлилось восстание, зат
3;39;39;Sholokhov;0.4349133387247919;0.5650866612752081;После бегства из Татарского Штокман, Кошевой, Иван
4;1;1;Sholokhov;0.447230220552744;0.552769779447256;Верхнедонское восстание, оттянувшее с Южного фронт
4;2;2;NOT Sholokhov;0.5457903550575067;0.45420964494249333;В эту ночь около хутора Малого Громчонка полк крас
4;3;3;Sholokhov;0.38865689785860447;0.6113431021413955;Поздно ночью Григорий пришел из штаба на квартиру.
4;4;4;Sholokhov;0.28214210883886537;0.7178578911611346;Каждый день Ильинична просыпалась чуть свет, доила
4;5;5;NOT Sholokhov;0.6039244157938468;0.39607558420615313;Под командованием генерала Секретева трехтысячная 
4;6;6;Sholokhov;0.35886821478639286;0.6411317852136071;Тотчас же, как только в Вешенской стало известно о
4;7;7;Sholokhov;0.43600790560985514;0.5639920943901449;Генерала Секретева, приехавшего в Вешенскую со шта
4;8;8;Sholokhov;0.2799391187562107;0.7200608812437893;Темны июньские ночи на Дону. На аспидно-черном неб
4;9;9;NOT Sholokhov;0.585024163732575;0.414975836267425;Бой шел на подступах к станице Усть-Медведицкой. Г
4;10;10;Sholokhov;0.45952151897527793;0.5404784810247221;"На рассвете его разбудил Копылов.
— Вставай, пора "
4;11;11;NOT Sholokhov;0.6102771999852922;0.3897228000147078;Казачьи сотни четвертый раз вставали из неглубоких
4;12;12;Sholokhov;0.4118352400959565;0.5881647599040435;Дня через три после отъезда Григория явился в хуто
4;13;13;Sholokhov;0.24701958555927161;0.7529804144407284;Удивительно, как изменилась жизнь в семье Мелеховы
4;14;14;Sholokhov;0.35874397012463644;0.6412560298753636;На другой день вернулись с поля косари. Пантелей П
4;15;15;NOT Sholokhov;0.5886397042291447;0.41136029577085526;Стремительно преследуя отступавшего от Усть-Медвед
4;16;16;Sholokhov;0.20925131044030543;0.7907486895596946;Несколько дней после разговора с Дарьей Наталья жи
4;17;17;Sholokhov;0.24617006579082257;0.7538299342091774;Многое передумал и вспомнил Григорий за двое суток
4;18;18;Sholokhov;0.3535336543213867;0.6464663456786133;Григорий страдал не только потому, что он по-своем
4;19;19;NOT Sholokhov;0.5764179906845064;0.42358200931549367;Небо заволокло тучами. Накрапывал мелкий, будто ск
4;20;20;NOT Sholokhov;0.7377748461191683;0.2622251538808317;Донская армия, выйдя за границу Хоперского округа,
4;21;21;Sholokhov;0.3183528898792153;0.6816471101207847;Мелеховская семья за один год убавилась наполовину
4;22;22;Sholokhov;0.49331768732430725;0.5066823126756927;Четырнадцать изловленных дезертиров ждали суда. Су
4;23;23;NOT Sholokhov;0.814536175729734;0.18546382427026603;17 сентября части ударной группы Шорина, сделав тр
4;24;24;Sholokhov;0.4618785266001374;0.5381214733998626;Две с половиной недели Пантелей Прокофьевич благоп
4;25;25;Sholokhov;0.2789586038664157;0.7210413961335843;Через месяц Григорий выздоровел. Впервые поднялся 
4;26;26;Sholokhov;0.3150788276726514;0.6849211723273486;— Ну, война кончилась! Пихнули нас красные так, чт
4;27;27;Sholokhov;0.48957438015130894;0.5104256198486911;Дни потянулись серые и безрадостные. Оставив Аксин
4;28;28;Sholokhov;0.4924197839676294;0.5075802160323706;За всю дорогу до самой станицы Абинской Григорию з
4;29;29;NOT Sholokhov;0.5320720181841765;0.4679279818158235;Соленый, густой, холодный ветер дул с моря. Запах 
